name,Collaborated,query_county,city,query_purpose,person_with_relationship,org_contact,org_contact_title,phone,email,contact:email,website,latitude,longitude,osm_id,osm_type,access,air_conditioning,alt_name,alt_name:en,alt_name:vi,amenity,amenity_1,architect,architect:wikidata,area,barrier,beds,branch,brand,brand:contact:twitter,brand:wikidata,building,building:levels,building:material,building:part,building:prefabricated,camera:mount,camera:type,capacity,check_date,check_date:opening_hours,club,community_centre,community_centre:for,construction,contact:facebook,contact:instagram,contact:linkedin,contact:twitter,contact:website,contact:youtube,craft,cuisine,dance:style,dance:teaching,denomination,description,disused:amenity,disused:shop,disused:sport,disused:tourism,disused:website,drinking_water,ele,emergency,fax,fixme,gnis:feature_id,government,hackerspace,healthcare,healthcare:speciality,height,heritage,heritage:operator,hist_name,historic,historic:amenity,historic:name,image,indoor,internet_access,landuse,layer,leed,leisure,level,lgbtq,loc_name,man_made,min_age,name:am,name:en,name:es,name:etymology,name:etymology:wikidata,name:ko,name:signed,name:vi,name:vi-Hani,name:zh,not:amenity,note,office,official_name,old:operator,old_name,old_name:es,opening_hours,opening_hours:covid19,opening_hours:signed,operational_status,operator,operator:short,operator:type,operator:website,operator:wikidata,owner,owner:wikidata,paloalto_ca:id,payment:cash,payment:contactless,payment:credit_cards,payment:discover_card,payment:mastercard,payment:visa,pet,pets,redwood_city_ca:addr_id,redwood_city_ca:bld_gid,redwood_city_ca:bldg_id,ref,ref:nrhp,religion,residential,roof:levels,roof:orientation,roof:shape,scents,second_hand,service:bicycle:repair,service_times,shelter,shelter_type,shop,short_name,short_name:en,short_name:vi,smoking,social_facility,social_facility:for,social_facility:for_1,social_facility_1,source,source:addr,source:url,sport,start_date,strapline,surveillance,surveillance:type,surveillance:zone,survey:date,theatre:genre,toilets,tourism,training,type,was:addr:housenumber,was:addr:street,was:addr:unit,was:amenity,was:name,washing_machine,website:calendar,website:menu,wheelchair,wikidata,wikimedia_commons,wikipedia,addr:city,addr:country,addr:county,addr:floor,addr:housename,addr:housenumber,addr:neighbourhood,addr:postcode,addr:state,addr:street,addr:unit
Alviso Community Center,,santa_clara,,social_community,,,,,,,,37.425251,-121.9751184,482783119,way,,,,,,community_centre,,,,,,,,,,,public,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55,,,,,,,,,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Locked and never open,,,,,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gymnastics Center,,santa_clara,,social_community,,,,+1-408-615-3140,,,,37.3456084,-121.9909549,484771814,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City of Santa Clara Parks & Recreation Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Clara,,,,,3445,,95051,CA,Benton Street,
House of Hope,,santa_clara,,social_community,,,,,,,,37.2320417,-121.9644486,490986004,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calvary Church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,food_bank,underprivileged,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,
La Mirador Apartments,,santa_clara,,social_community,,,,,,,,37.2426609,-121.8780111,493291857,way,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARE Management,,,,,,,,,,,,,,,no,,,,,,,apartments,,,,,,,,,,,,,,no,,senior,,,https://housing.sanjoseca.gov/listing/9ffe4661-a225-44e2-88d2-8666bda8a698/le_mirador_senior_apartments_1191_coleman_road_san_jose_ca,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,1191,,95120,CA,Coleman Road,
Alma Garden Apartments,,santa_clara,,social_community,,,,,,,http://pah.community/properties/alma-garden-apartments/,37.4276511,-122.137795,496604907,way,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palo Alto Housing;Community Working Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,apartments,underprivileged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LifeMoves,,santa_clara,,social_community,,,,,,,,37.359909,-121.9007941,499582645,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.00,,,,,,,,,7.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,InnVision,,,,,,LifeMoves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shelter,homeless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,260,,95112,CA,Commercial Street,
History Club of Los Gatos,,santa_clara,,social_community,,,,+1-408-502-5087,,,https://historyclublosgatos.org/wp/,37.2228139,-121.9718939,503436799,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,"""a non-profit community, philanthropic organization. Since its founding in 1897, its primary focus has been toward supporting the welfare of women and children""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Los Gatos,US,,,,123,,95030,CA,Los Gatos Boulevard,
Alum Rock Youth Center,,santa_clara,,social_community,,,,,,,,37.3687403,-121.8310392,508129051,way,,,,,,community_centre,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.27,,,,,,,,,7.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alum Rock Union School District,,public,,Q4737342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheeler Manor,,santa_clara,,social_community,,,,,,,http://scounty.org/fh_seniorHousing_gilroy2.html,37.0059586,-121.5778114,518958433,way,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South County Housing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caminar,,santa_clara,,social_community,,,,,,,https://www.fcservices.org/,37.3330885,-121.9090491,520869689,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.90,,,,,,,,,7.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,healthcare,mental_health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,950,,95126,CA,West Julian Street,
,,santa_clara,,social_community,,,,,,,,37.4232267,-121.8784178,550364984,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,parish_hall,,,,,,,,,,,,,baptist,,place_of_worship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Park Victoria Baptist Church,,,,,,Park Victoria Baptist Church,,religious,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver Creek Valley Country Club,,santa_clara,,social_community,,,,,,,,37.2755943,-121.7715946,553186086,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.44,,,,,,,,,9.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,along,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,5460,,95138,,Country Club Parkway,
Opportunity Services Center,,santa_clara,,social_community,,,,+1-650-853-8672,,,https://lifemoves.org/our-solution-works/our-services/single-adult-services/opportunity-services-center/,37.439425,-122.1612204,555570279,way,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LifeMoves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shelter,homeless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palo Alto,,,,,33,,94301,CA,Encina Avenue,
Lytton Gardens Senior Community,,santa_clara,,social_community,,,,,,,https://www.jtm-esc.org/lytton-gardens/,37.4515057,-122.1580686,555575048,way,,,Lytton Gardens Health Care Center,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,1669737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Episcopal Senior Communities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,,,,Lytton Avenue,
Boys & Girls Club,,santa_clara,,social_community,,,,,,,https://bgcofmarion.com/,37.3424007,-121.8141395,564105239,way,,,DCP Alum Rock Clubhouse,,,social_facility,,,,,,,,Boys & Girls Club,,Q2923055,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.99,,,,,,,,,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boys & Girls Clubs of Silicon Valley,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outreach,children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,2888,,95148,CA,Ocala Avenue,
Hank Lopez Center,,santa_clara,,social_community,,,,,,,https://www.sanjoseca.gov/Facilities/Facility/Details/Hank-Lopez-Community-Center-302,37.3381147,-121.8262207,566441630,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.49,,,,,,,,,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,1694,,95122,CA,Adrian Way,
Santana Terrace,,santa_clara,,social_community,,,,,,,https://www.usapropfund.com/communities/santana-terrace/,37.3253705,-121.9522829,593245855,way,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA Properties Fund,,,,,,,,,,,,,,,,,,,,,,apartments,,,,,,,,,,,,,,,retirement_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starbird Youth Center,,santa_clara,,social_community,,,,,,,https://www.sanjoseca.gov/Home/Components/FacilityDirectory/FacilityDirectory/1054/2028,37.3069124,-121.96554,609032898,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,childrens_centre,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,1050,,95117,,Boynton Avenue,
Palm Villas,,santa_clara,,social_community,,,,,,,,37.2643284,-121.9430651,615412790,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.61,,,,,,,,,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,assisted_living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,3333,,95008,,South Bascom Avenue,
,,santa_clara,,social_community,,,,,,,,37.3191879,-121.9811873,627040425,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.65,,,,,,,,,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hope Village,,santa_clara,,social_community,,,,,,,,37.350542,-121.912199,628747735,way,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shelter,homeless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flintcrest House,,santa_clara,,social_community,,,,,,,,37.3415549,-121.8033752,635448910,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.85,,,,,,,,,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punzalan Management Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,2043,,95148,CA,Flintcrest Drive,
White Rock Circle Community Center,,santa_clara,,social_community,,,,,,,,37.292452,-121.908412,675568540,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.50,,,,,,,,,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,1530,,95125,,Gaton Drive,
,,santa_clara,,social_community,,,,,,,,37.3356669,-121.8743845,691360528,way,,,,,,social_facility,,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.18,,,,,,,,,7.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathway House,,santa_clara,,social_community,,,,,,,https://pathwaysociety.org/,37.3391315,-121.8782456,692348944,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.38,,,,,,,,,6.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outreach,drug_addicted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,102,,95112,CA,South 11th Street,
Evergreen Group Home,,santa_clara,,social_community,,,,,,,,37.3315922,-121.7954967,755596494,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.36,,,,,,,,,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,2681,,95148,,Gumdrop Drive,
Flintcrest House II,,santa_clara,,social_community,,,,,,,,37.3212279,-121.7863191,755604795,way,,,,,,social_facility,,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.10,,,,,,,,,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punzalan Management II Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,3094,,95148,CA,Stevens Lane,
Silver Star ICF/DD-N,,santa_clara,,social_community,,,,,,,,37.2934974,-121.762144,755630617,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.91,,,,,,,,,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silver Punzalan II Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,2928,,95135,CA,Silver Estates,
Silver Star RCH,,santa_clara,,social_community,,,,,,,,37.2934682,-121.7666982,755630893,way,,,,,,social_facility,,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.93,,,,,,,,,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silver Punzalan Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,5130,,95135,,San Felipe Road,
LifeMoves | Autumn House,,santa_clara,,social_community,,,,,,,,37.335439,-121.9024475,759092076,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.21,,,,,,,,,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LifeMoves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shelter,homeless;mental_health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,263,,95110,CA,North Autumn Street,
Paradise Manor 1,,santa_clara,,social_community,,,,,,,,37.3977037,-121.8727409,769191333,way,,,,,,social_facility,,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.50,,,,,,,,,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,1645,,95132,,Peachwood Drive,
Family Supportive Housing,,santa_clara,,social_community,,,,,,,,37.3662079,-121.8686087,771963966,way,,,,,,social_facility,,,,,,,,,,,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Family Supportive Housing, Incorporated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shelter,homeless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,692,,95133,CA,North King Road,
Mt. Pleasant Nursing Center,,santa_clara,,social_community,,,,+1-408-251-3070,,,,37.356135,-121.8073213,772740366,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.50,,,,,,,,,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nursing_home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,1355,,95127,,Clayton Road,
,,santa_clara,,social_community,,,,,,,,37.2238858,-121.7751296,775724232,way,,,,,,community_centre,,,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.70,,,,,,,,,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Teresa Townhouses #2 Corporation,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,180,,95139,CA,Oak Brook Circle,
Saint John Vianney Main Hall,,santa_clara,,social_community,,,,,,,,37.3719332,-121.8262196,782260265,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,parish_hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diocese of San José,,religious,,Q875815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,4602,,95127,CA,Hyland Avenue,
Meeting Hall,,santa_clara,,social_community,,,,,,,,37.3407647,-121.8462716,783482049,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.15,,,,,,,,,8.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethel & William Prusch Multicultural Center,,santa_clara,,social_community,,,,,,,,37.3408229,-121.845423,783482051,way,,,,,,arts_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.14,,,,,,,,,8.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grail Family Services,,santa_clara,,social_community,,,,,,,https://gfsfamilyservices.org/,37.3536072,-121.8452198,785738333,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.50,,,,,,,,,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,childrens_centre,children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,2003,,95116,CA,East San Antonio Street,
Eastside Neighborhood Center,,santa_clara,,social_community,,,,,,,,37.3563694,-121.8470349,785738506,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.91,,,,,,,,,8.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholic Charities of Santa Clara County,,religious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,2150,,95116,,Alum Rock Avenue,
Evergreen Adult Development Center,,santa_clara,,social_community,,,,,,,,37.304292,-121.8270389,804794543,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.80,,,,,,,,,5.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nursing_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,2887,,95121,,McLaughlin Avenue,
Gateway Neighborhood Center,,santa_clara,,social_community,,,,,,,http://www.gatewaysv.org/,37.3889284,-122.0317282,805079275,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477,,,,West Mathilda Avenue,
Cypress Community and Senior Center,,santa_clara,,social_community,,,,+1-408-244-1353,,,https://www.sanjoseca.gov/Home/Components/FacilityDirectory/FacilityDirectory/30/2040,37.3204609,-121.9604233,809998732,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,senior;juvenile,,,,,,,,,,,,,,,,,,,,44.85,,,,,,,,,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Fr 08:30-16:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,403,,95128,,South Cypress Avenue,
The Chabad House,,santa_clara,,social_community,,,,,,,https://www.chabadalmaden.com/,37.2389597,-121.8755169,810003049,way,,,Chabad House,,,community_centre,,,,,,,,,,,detached,,,,,,,,,,,religious,,,,,,,,,,,,,,,,,,,,,70.15,,,,,,,,,7.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jewish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,5931,,95120,CA,Porto Alegre Drive,
Miles Residential Care Home,,santa_clara,,social_community,,,,,,,,37.2468922,-121.8423454,824599339,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.58,,,,,,,,,3.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miles RCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,5764,,95123,,Chesbro Avenue,
LifeMoves,,santa_clara,,social_community,,,,,,,,37.3187991,-121.8854279,826812584,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.78,,,,,,,,,7.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LifeMoves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shelter,homeless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,937,,95110,CA,Locust Street,
Twelveacres Bucknall,,santa_clara,,social_community,,,,,,,,37.2834357,-121.9916857,830508344,way,,,,,,social_facility,,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.73,,,,,,,,,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Twelveacres, Inc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,5147,,95130,CA,Bucknall Road,
Gardner Community Center,,santa_clara,,social_community,,,,+1-408-535-3570,,,,37.3194163,-121.8953795,834503182,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,disabled;senior,,,,,,,,,,,,,,,,,,,,41.53,,,,,,,,,9.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,520,,95125,,West Virginia Street,
