name,Collaborated,query_county,city,query_purpose,person_with_relationship,org_contact,org_contact_title,phone,email,contact:email,website,latitude,longitude,osm_id,osm_type,access,air_conditioning,alt_name,alt_name:etymology,amenity,architect,area,atm,bar,barrier,branch,building,building:colour,building:levels,building:material,building:name,building:part,capacity,charge:conditional,check_date,check_date:opening_hours,church:type,cocktails,colour,comedy,comment,contact:facebook,contact:flickr,contact:instagram,contact:linkedin,contact:mastodon,contact:tiktok,contact:tripadvisor,contact:twitter,contact:website,contact:yelp,contact:youtube,covered,cuisine,denomination,description,description:en,description:es,description:fr,description:hi,description:ja,description:ja-Hira,description:ja-Latn,description:ko,description:ru,description:zh,description:zh-Hans,description:zh-Hant,disused:amenity,disused:cuisine,disused:self_service,disused:shop,disused:website,ele,elev,email_1,established,fax,fee,fixme,food,gnis:feature_id,height,heritage,heritage:operator,heritage:website,historic,image,indoor,internet_access,landuse,layer,leisure,level,level:ref,lgbtq,lit,live_music,loc_name,location,man_made,mapillary,massgis:cat,min_age,min_height,name:en,name:es,name:etymology,name:etymology:wikidata,name:fr,name:hi,name:ja,name:ja-Hira,name:ja-Latn,name:ko,name:ru,name:signed,name:zh,name:zh-Hans,name:zh-Hant,note,nrhp:criteria,nrhp:inscription_date,office,official_name,old_name,old_name:1912-1954,old_name:etymology,old_name:etymology:wikidata,opening_date,opening_hours,opening_hours:signed,opening_hours:url,operator,operator:type,operator:wikidata,outdoor_seating,owner,owner:wikidata,ownership,paloalto_ca:id,parking,protection_title,recreation_ground,redwood_city_ca:addr_id,redwood_city_ca:bld_gid,ref,ref:nrhp,religion,reservation,roof:colour,roof:height,roof:levels,roof:material,roof:shape,room,room_type,safety:mask:covid19,seating,shop,short_name,smoking,source,source_ref,sport,start_date,strapline,strapline:es,surface,survey:date,theatre,theatre:genre,theatre:type,toilets:wheelchair,tourism,training,type,was:alt_name,was:amenity,was:capacity,was:cuisine,was:name,was:office,was:shop,was:sport,was:tourism,was:website,was:wikidata,website:calendar,website:map,website:menu,website:tickets,wheelchair,wholesale,wikidata,wikimedia_commons,wikipedia,addr:city,addr:country,addr:county,addr:floor,addr:full,addr:housename,addr:housenumber,addr:postcode,addr:state,addr:street,addr:unit
West Wind Coliseum Swap Meet,,alameda,,events,,,,,,,,37.762187,-122.212236,391796268,way,,,,,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox Oakland Theater,,alameda,,events,,,,+1-510-302-2250,,,https://www.thefoxoakland.com/,37.8079937,-122.2701577,443522428,node,,,,,theatre,,,,,,,,,,,,,2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,1807,94612,,Telegraph Avenue,
Valhalla Theatre,,alameda,,events,,,,,,,,37.5234218,-121.966273,444339088,way,,,,,theatre,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Emerald City Stage,,alameda,,events,,,,,,,,37.8091773,-122.260536,446617522,way,,,,,theatre,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maybeck Studio,,alameda,,events,,,,,,,,37.8806699,-122.2614302,463281477,way,,,Maybeck Studio for the Performing Arts,,theatre,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chamber_music,,,,,,,,,,,,,,,,,,,,,,,Q6796966,,,Berkeley,US,,,,,1537,94708,CA,Euclid Avenue,
Woodminster Amphitheatre,,alameda,,events,,,,,,,,37.8115001,-122.1895679,466467112,way,,,,,theatre,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,,,,,,,,238142,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing;USGS Geonames,,,,,,,,,,amphi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,,
Coliseum Center,,alameda,,events,,,,,,,,37.7458087,-122.1950065,470380538,way,,,,,events_venue,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pak 'N Save Foods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,
The Continental Club,,alameda,,events,,,,,,,https://oaklandcontinentalclub.com/,37.8111229,-122.296552,473389690,way,,,,,events_venue,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1658,,,12th Street,
Colombo Hall,,alameda,,events,,,,,,,,37.8397881,-122.2602735,475144206,way,,,,,events_venue,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5321,,,Claremont Avenue,
Old Oakland Farmers' Market,,alameda,,events,,,,,,,https://uvfm.org/old-oakland-fridays,37.8017282,-122.2756499,477417074,way,,,,,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 08:00-14:00,,,Urban Village Farmers' Market Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chabot Outside Auditorium,,alameda,,events,,,,,,,,37.6408443,-122.106114,479538847,way,,,,,theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,alameda,,events,,,,,,,,37.8322476,-122.2833337,523530131,way,,,,,theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphitheatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Roda Theatre,,alameda,,events,,,,,,,,37.8712453,-122.2697753,540608853,node,,,,,theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,Berkeley,US,,,,,2015,,CA,Addison Street,
Aurora Theatre,,alameda,,events,,,,,,,https://auroratheatre.org/,37.8711708,-122.2690597,540608933,node,,,,,theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berkeley,,,,,,2081,94704,CA,Addison Street,
Jacket Stadium,,alameda,,events,,,,,,,,37.8669578,-122.2723386,545787104,way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,american_football;athletics;lacrosse;soccer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Castro Valley Marketplace,,alameda,,events,,,,,,,https://castrovalleymarketplace.com/,37.6950059,-122.0785299,550998949,way,,,,,marketplace,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castro Valley,,,,,,3295,94546,CA,Castro Valley Boulevard,
Little Theater,,alameda,,events,,,,,,,,37.5933834,-122.0254843,617091587,way,,,,,theatre,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amphitheater,,alameda,,events,,,,,,,,37.531645,-121.9937553,649278632,way,,,,,theatre,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Stadium,,alameda,,events,,,,,,,,37.5886111,-122.0258791,650551308,way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2107481,,,,,,,,,,,stadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,american_football;football;track_and_field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecology Center Farmer's Market,,alameda,,events,,,,,,,https://www.ecologycenter.org/fm/,37.8474214,-122.27219,651868840,way,,,,,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approximate outline,,,,,,,,,,Tu 14:00-18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards Stadium,,alameda,,events,,,,,,,,37.8695867,-122.2655316,664116639,way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soccer;athletics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5346131,,en:Edwards Stadium,,,,,,,,,,,
Paramount Theater,,alameda,,events,,,,,,,www.paramounttheatre.com/,37.8096435,-122.2686674,666976181,way,,,,,theatre,,,,,,,yes,,2,,,,3040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q14683611,,"en:Paramount Theatre (Oakland, California)",,,,,,,2025,,,Broadway,
Montclair Village Farmers’ Market,,alameda,,events,,,,,,,,37.8267537,-122.20972,696614060,way,,,,,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.urbanvillageonline.com/markets/montclair-village/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Su 9:00-13:00,,,Urban Village Farmers' Market Association,,,,,,,,,,,,,,,,,,,,,,,,,,farm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoshi's Oakland,,alameda,,events,,,,,,,,37.796226,-122.2785951,734850398,node,,,,,nightclub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.yoshis.com/,,,,,,Japanese Restaurant and jazz club.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2601061,,,,,,,,,,,,,
,,alameda,,events,,,,,,,,37.8696937,-122.2681929,756453989,way,,,,,theatre,,,,,,,,,,,,,,,2023-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranger Amy Amphitheatre,,alameda,,events,,,,,,,,37.6436733,-121.7811017,768974682,way,,,,,theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley Flea Market,,alameda,,events,,,,+1-510-644-0744,,,https://berkeleyfleamarket.com/,37.8539318,-122.2704681,828425301,node,,,,,marketplace,,,,,,,,,,,,,,,,,,,,,,https://m.facebook.com/TheBerkeleyFleaMarket/,,https://www.instagram.com/berkeleyfleamarket_/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sa, Su 09:00-16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veterans Memorial Building,,alameda,,events,,,,,,,https://acgov.org/veterans/fremont/,37.5775066,-121.984115,871444836,way,,,,,events_venue,,,,,,,yes,,,,,,,,2025-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37154,,,2nd Street,
SPARC Theater,,alameda,,events,,,,,,,,37.6835945,-121.7700623,872124742,way,,,,,theatre,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lighthaven,,alameda,,events,,,,,,,,37.860294,-122.2598508,924412854,way,,,,,events_venue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rose Garden Inn,,,,,,,,Lightcone Rose Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sfgate.com/tech/article/sbf-berkeley-rose-garden-inn-19520351.php,,,,,,,,,,,,,,,,,,,,,,,hotel,,,,,,,limited,,,,,,,,,,,,,,,
Shrine Event Center,,alameda,,events,,,,,,,,37.6970878,-121.8092478,933558798,way,,,,,events_venue,,,,,,,yes,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Livermore,,,,,,170,94551,CA,Lindbergh Avenue,
Alameda Point Antiques Faire,,alameda,,events,,,,+1 510-522-7500,,,https://alamedapointantiquesfaire.com,37.7912257,-122.3205971,938470841,way,,,,,marketplace,,,,,,,,,,,,,,,,,,,,,,alamedapointantiquesfaire,,AlamedaAntiquesFaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only open on the first sunday of each month,,,,,,,,,,month 1-12 Su 06:00-15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flea_market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quest Science Center,,alameda,,events,,,,,,,,37.6829771,-121.7701578,984955170,way,,,,,events_venue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dumbarton Ampitheatre,,alameda,,events,,,,,,,,37.5399091,-122.0788825,1006250218,way,,,,,theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,alameda,,events,,,,,,,,37.6662054,-122.0449152,1006628524,way,,,,,theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland First Fridays,,alameda,,events,,,,,event@oaklandfirstfridays.org,,https://www.oaklandfirstfridays.org/,37.8120784,-122.2690896,1009159648,way,,,,,marketplace,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/OakFirstFridays/,,https://www.instagram.com/oakfirstfridays/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr[1] 17:00-21:00,,,KONO Community Benefit District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,
Zanzi,,alameda,,events,,,,,,,https://www.zanzioakland.com/,37.8113118,-122.266287,1037993381,node,,,,,nightclub,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Era Art Bar Lounge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,,,,Oakland,,,,,,19,94612,,Grand Avenue,
The Terrace Room,,alameda,,events,,,,,,,,37.8045938,-122.261871,1057316224,node,,,,,events_venue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,,american,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,alameda,,events,,,,,,,,37.8576804,-122.2618458,1071199872,way,,,,,theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swan's Market,,alameda,,events,,,,,,,https://swansmarket.com/,37.8024109,-122.2752998,1085582957,way,,,,,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Housewives Market;10th Street Market;Oakland Free Market;Sanitary Free Market,,,,,,,,East Bay Asian Local Development Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,en:10th Street Market,Oakland,,,,,,510,,,9th Street,
Oakland Produce Market,,alameda,,events,,,,,,,,37.7952564,-122.2753983,1097621739,way,,,,,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,food,,,,,,,,,,,,,,
Amphitheater,,alameda,,events,,,,,,,,37.5284542,-121.9864423,1099992540,way,,,,,theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amphitheater,,alameda,,events,,,,,,,,37.857541,-122.2444151,1110672078,way,,,,,theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sociedade do Divino Espirito Santo de Alvarado Portuguese Cultural Center,,alameda,,events,,,,,,,https://www.sdesalvaradohall.org/,37.5979112,-122.0786063,1184591210,way,,,,,events_venue,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Union City,,,,,,30846,94587,CA,Watkins Street,
,,alameda,,events,,,,,,,,37.8235058,-122.2604042,1185835500,way,,,,,theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open_air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Castro Valley Center for the Arts,,alameda,,events,,,,,,,https://www.cvcfa.com/,37.7042319,-122.0750759,1327116553,way,,,,,theatre,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castro Valley,,,,,,19501,94546,CA,Redwood Road,
Helen and Thomas Wu Performance Hall,,alameda,,events,,,,,,,,37.8709456,-122.2567633,1368514908,way,,,,,theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,room,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,concert_hall,,,,,,,,,,,,,,,,,,,,,,Q133307924,,,,,,,,,,,,,
Durham Studio Theater,,alameda,,events,,,,,,,,37.8704319,-122.2604789,1419597332,node,,,,,theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
